zpid,street_address,zipcode,description,latitude,longitude,garage_spaces,has_association,has_garage,has_spa,has_view,home_type,year_built,latest_price,latest_saledate,latest_salemonth,latest_saleyear,num_of_photos,num_of_appliances,num_of_parking_features,num_of_patio_and_porch_features,num_of_security_features,num_of_waterfront_features,num_of_window_features,num_of_community_features,lot_size_sq_ft,living_area_sq_ft,avg_school_distance,avg_school_rating,avg_school_size,_median_students_per_teacher,num_of_bathrooms,num_of_bedrooms,num_of_stories,age
29345111,1505 Canyon Edge Dr,78733,"Surrounded by Texas hill-country this Lake Austin neighborhood offers Blue Ribbon Schools, a lakefront park with a boat-ramp, a junior olympic pool, clubhouse, sand volleyball court, basketball, and over 500 Ft. of Lake Austin Frontage. A short commute to downtown of only 20 minutes with plenty of nearby shopping and restaurants. This area provides all that Austin has to offer, its a lifestyle 78733 !!!",30.337417602539062,-97.86238861083984,2,TRUE,TRUE,FALSE,TRUE,Single Family,2002,499000,2019-05-31,5,2019,14,4,2,0,0,0,0,0,17424,3249,3.9,8,1373,14,4,4,2,17
29567209,11603 Quarter Horse Trl,78750,"11603 Quarter Horse Trl, Austin, TX 78750 is a single family home that contains 2,081 sq ft and was built in 1982. It contains 4 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $363,040. The Rent Zestimate for this home is $2,000/mo.",30.460451126098643,-97.81898498535156,0,FALSE,FALSE,FALSE,FALSE,Single Family,1982,335000,2020-03-09,3,2020,1,3,2,1,0,0,0,0,6098,2081,0.7666666666666666,7.666666666666668,1281,14,2,4,2,38
29567207,12019 Bobcat Trl,78750,"Dont miss your chance to get in the Anderson Mill area with acclaimed RoundRock schools . One story 1844 square feet home.  Vaulted living area w/ fireplace and gas logs,  great for cozy evenings.  Mother-in-law floorplan; roomy master w vaulted ceilings. Great master bath w/ 2 walk in closets*double vanity, and tile floors.  other roomy bedrooms with their own bath. Updated floors. Window coverings, including some plantation shutters.  Formal dining great for entertaining with view to back deck. Kitchen w/ lots of cabinets and countertops for cooking. Gas stove, too. Back patio great for summer evenings*landscaped*lots of plants. Enjoy the treed yard. Neighborhood has heated pool for lap swimming all year round. Tennis courts that you can make reservations to use. Playgrounds and walking trails thruout. Dont miss this one>",30.460205078125,-97.819061279296875,2,FALSE,TRUE,TRUE,FALSE,Single Family,1982,325000,2020-11-06,11,2020,26,4,3,1,1,0,0,0,7840,1844,0.7666666666666666,7.666666666666668,1281,14,2,3,1,38
80108609,1101 Canyon Edge Dr,78733,"An award-winning and noteworthy modern design by acclaimed Austin architect, Tom Hurt.  This efficiently and thoughtfully designed home is perched on a private, wooded hillside overlooking a dry-creek canyon.  The design team carefully tied the home to the natural environment.  This sustainable dwelling includes solar panels, a SIPs-panel roof, heat-reducing thermal mass retention walls and an electrical car charging outlet.  Morning coffee is best enjoyed on the Tigerwood deck overlooking the canyon.",30.333797454833984,-97.8656005859375,2,TRUE,TRUE,FALSE,TRUE,Single Family,2005,899000,2019-08-23,8,2019,28,2,2,1,0,0,0,0,13068,2316,3.733333333333333,8,1373,14,2,3,1,14
70337705,9813 Savannah Rdg,78726,"9813 Savannah Rdg, Austin, TX 78726 is a single family home that contains 2,195 sq ft and was built in 2005. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $490,519. The Rent Zestimate for this home is $2,400/mo.",30.43648338317871,-97.83126068115234,0,TRUE,FALSE,FALSE,FALSE,Single Family,2005,406000,2018-09-11,9,2018,27,3,1,0,0,0,0,0,9365,2195,2.3000000000000003,7,1277,16,2,3,1,13
29334609,2208 Wimberly Ln,78735,"Rare true one story home in gated Barton Creek on level lot. Excellent floor plan offers great flow and wonderful separation of space for guests and families with 4 bedrooms and 4 full baths (one at each corner of the home), 2 spacious open living areas, subzero refrigerator, granite countertops and butlers pantry.   Large covered back patio with electric solar shades. overlooks manicured backyard.Close to private schools- walking distance to St. Gabriel's. Barton Creek membership conveys. 2019-11-26",30.29426574707031,-97.87193298339844,2,TRUE,TRUE,FALSE,FALSE,Single Family,2001,935000,2019-12-17,12,2019,39,3,2,0,0,0,0,0,11325.6,3268,5.466666666666666,5.666666666666668,1332,16,4,4,1,18
29334607,2132 Wimberly Ln,78735,"Custom home designed by Jon Luce, situated in a prestigious gated community. An entertainer's dream home, the recently remodeled gourmet kitchen that includes La Cornue Franche range, beautiful marble countertops and a large farmhouse sink. This gorgeous  4 bedroom/4 bathroom home boasts a bright, open floorplan with an organic, natural vibe courtesy of the transitional modern style decor.",30.29466438293457,-97.87226104736328,0,TRUE,FALSE,FALSE,FALSE,Single Family,2000,1105000,2018-10-05,10,2018,24,4,1,0,0,0,0,0,11325.6,4140,5.5,5.666666666666668,1332,16,4,4,2,18
64544202,11507 Brandon Parke Trl,78750,"Single story TX Limestone home shows like a model*Stunning upgrades everywhere*Recent paint*Shutters/Roman shades*Upgraded wood floors throughout the home except the tile baths and carpet in master bed*Gorgeous kitchen/living combo with tons of natural light*Quartz tops*High end stainless steel appliance package*Both baths updated w/quartz/granite tops and tile floors*Master bath has separate tub/shwr with frameless shower glass*Art niches with accent lighting*MIL plan with perfect separation*Wonderful outdoor space with multiple seating areas, covered patio and hot tub*Private culdesac lot with only one bordering neighbor*Full sprinklers*Absolute gem of a home*All the work is done....",30.449981689453125,-97.81627655029295,2,TRUE,TRUE,TRUE,FALSE,Single Family,2003,285000,2020-12-31,12,2020,87,4,2,2,1,0,0,0,6534,2300,1.838295658649848,5.778694090331862,1237,15,2,3,1,17
29343606,1107 Mayan Way,78733,"1107 Mayan Way, Austin, TX 78733 is a single family home that contains 2,842 sq ft and was built in 1996. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $765,529. The Rent Zestimate for this home is $3,500/mo.",30.332733154296875,-97.86033630371094,0,TRUE,FALSE,FALSE,FALSE,Single Family,1996,600000,2018-08-11,8,2018,1,0,1,0,0,0,0,0,12196.8,2842,3.6666666666666665,8,1373,14,3,4,2,22
58300191,10132 Brimfield Dr,78726,"Welcome to this charming home located in coveted Canyon Creek. Showcasing tons of natural light & tall, bright windows, this open-concept layout features a family room with soaring ceilings, modern fireplace & second living area upstairs. The first floor master-suite features dual vanities, a separate shower & tub, and a walk-in closet. Also find 3 more bedrooms & 2 full bats upstairs. Office on main can also serve as add'l bedroom. Stunning backyard patio w/fireplace & built-ins! A must see. Easily access the greenbelt trail to Trailhead Park at end of street. Check out the 3D model & floor plan!",30.43182945251465,-97.8179702758789,0,TRUE,FALSE,FALSE,FALSE,Single Family,2002,449900,2018-11-01,11,2018,34,3,1,0,0,0,0,0,7797,2890,1.4,8,1275,15,4,5,2,16
29339606,10612 Coreopsis Dr,78733,"Tucked among the trees on a quiet cul-de-sac, this home is truly a retreat. The wide foyer opens to a large living/dining room and curved stairway. The kitchen features a large island, breakfast area and desk space, and is open to the family room. Cozy up by the fireplace in the master suite, featuring a spacious sitting area and large walk-in closet in the master bath. Three bedrooms upstairs, plus a flex room with built-ins perfect for a study, play room or additional bedroom. Private fenced backyard.",30.31077003479004,-97.89960479736328,0,TRUE,FALSE,FALSE,FALSE,Single Family,1996,725000,2018-07-03,7,2018,34,3,1,0,0,0,0,0,12196.8,3635,2.7,9.333333333333334,1360,14,4,4,2,22
29334605,2112 Wimberly Ln,78735,Barton Creek neighborhood.,30.29487228393555,-97.87329864501952,2,TRUE,TRUE,FALSE,FALSE,Single Family,2001,899000,2020-09-04,9,2020,40,7,3,1,0,0,2,0,15245.999999999998,4078,5.566666666666666,5.666666666666668,1332,16,3.5,4,1,19
29374191,9004 Jolly Hollow Dr,78750,"PRICED TO SELL!

REALTORS WELCOME!
COMMISSION PAID.

Classic Balcones Village Executive Home - UPDATED! The 2950sf. home faces golf course & has a private back yard. 1000 sqft. of terraced deck leads to the rock patio custom BBQ. 5 bedrooms, 2 .5 baths plus a study. Kitchen has soapstone countertops & awesome storage. 9 ft ceilings and large great room provide open-airy feel. The custom floorplan makes this a classic. NO-CARPET; Wood floors, and hard tile in all the rooms. High efficiency windows, HVAC, and insulation. House is wired with CAT-6 base-T internet cable. 
---
Contact For Showing:

Lance Bledsoe
512-590-5262

Barbara Bledsoe 
512-577-3061



",30.437725067138672,-97.79347229003906,2,FALSE,TRUE,FALSE,TRUE,Single Family,1974,519900,2018-04-17,4,2018,84,4,2,0,0,0,0,1,17424,2826,0.9333333333333332,8.666666666666666,1632,16,3,5,1,44
29339603,10600 Coreopsis Dr,78733,"10600 Coreopsis Dr, Austin, TX 78733 is a single family home that contains 3,815 sq ft and was built in 1996. It contains 4 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $952,320. The Rent Zestimate for this home is $5,295/mo.",30.310489654541016,-97.8987045288086,2,TRUE,TRUE,FALSE,FALSE,Single Family,1996,879000,2019-12-19,12,2019,1,4,2,1,1,0,2,0,13503.6,3815,2.6,9.333333333333334,1360,14,4,4,2,23
29567189,11625 Quarter Horse Trl,78750,"Anderson Mill beauty with open floorplan & gorgeous renovation on corner wooded lot~4 bedrooms, office plus 3 full baths~2 master bedrooms set up for multi family use~recent flooring, tile, quartz counters, stainless appliances, lighting, windows, siding, HVAC, water heater, doors, roof approx. 9 years old~low tax rate and great location with hike & bike trails, 2 pools, excellent schools! Easy access to major roadways into downtown & airport~Westwood HS located in the community.",30.459930419921875,-97.81996154785156,0,FALSE,FALSE,FALSE,FALSE,Single Family,1982,240000,2019-03-01,3,2019,26,4,2,0,0,0,0,0,7535,2102,0.7999999999999999,7.666666666666668,1281,14,3,5,1,37
29374688,10732 Chestnut Ridge Rd,78726,"10732 Chestnut Ridge Rd, Austin, TX 78726 is a single family home that contains 2,479 sq ft and was built in 1992. It contains 4 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $530,914. The Rent Zestimate for this home is $2,450/mo.",30.43724822998047,-97.81968688964844,0,TRUE,FALSE,FALSE,FALSE,Single Family,1992,450000,2019-06-21,6,2019,28,2,1,0,1,0,0,0,7927,2479,1.2,8,1275,15,2,4,1,27
29341600,1140 Elder Cir,78733,"1140 Elder Cir, Austin, TX 78733 is a single family home that contains 2,592 sq ft and was built in 1987. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $883,958. The Rent Zestimate for this home is $4,200/mo.",30.32293128967285,-97.84931182861328,0,TRUE,FALSE,FALSE,FALSE,Single Family,1987,785000,2019-12-18,12,2019,1,3,1,4,1,0,0,0,27007.2,2592,2.8000000000000003,9.333333333333334,1360,14,3,4,2,32
29372688,9401 Ashton Rdg,78750,"Amazing canyon views w/pool!!*Over 1/2 acre*Gorgeous trees front/back*This one owner home has been meticulously cared for*Updates to all baths & kitchen w/cabinets & stainless appliances*Granite on all tops*High end custom trim w/lots of built ins/storage*Master bath remodel w/custom cabinets, walk in spa like shower*Frameless glass*Traditional toilet & bidet*Custom detail everywhere*Bayed windows in many rooms*Massive deck surrounding pool w/covered cabana(Need a book/wine...)*Very special and rare home!",30.43001747131348,-97.7998275756836,0,TRUE,FALSE,FALSE,TRUE,Single Family,1985,749900,2019-06-28,6,2019,34,3,1,0,0,0,0,0,28749.6,2899,1.2333333333333334,8.666666666666666,1632,16,3,4,2,34
29334597,9115 Spinning Leaf Cv,78735,"Hill Country serene LUXURY! Home features include craftmanship & details throughout, hardwood floors, crown molding, soaring ceilings, plantation shutters, tons of windows & natural light, wine bar, multiple living areas, secret kids playroom & MORE! Spacious gourmet kitchen perfect for entertaining features white cabinets. Private backyard that backs to green belt features heated chlorine pool with built in spa, waterfall, covered patio with BBQ large entertaining area-perfect for relaxing or playing!",30.293703079223643,-97.87306213378906,0,TRUE,FALSE,FALSE,FALSE,Single Family,2001,995000,2019-01-31,1,2019,39,3,1,0,0,0,0,0,15245.999999999998,4274,5.5,5.666666666666668,1332,16,4,5,2,18
2086105685,7805 Ryans Way,78726,"7805 Ryans Way, Austin, TX 78726 is a single family home that contains 2,258 sq ft and was built in 2018. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $534,079. The Rent Zestimate for this home is $2,450/mo.",30.40925025939941,-97.84344482421876,0,TRUE,FALSE,FALSE,FALSE,Single Family,2018,452000,2019-04-03,4,2019,12,3,1,0,0,0,0,0,6969,2258,1.2333333333333334,7,1381,16,3,4,2,1
29372955,10103 Ullswater Cv,78750,"Gorgeous large family home located in Spicewood at Bullcreek.  Flexible floorplan with either 4 or 5 bedrooms.  Recently updated gourmet kitchen that is open to the family room.  The upstairs game room/bedroom has a full bath.  Enjoy entertaining out by the pool.  Exemplary schools - Spicewood, Canyon Vista and Westwood.  Other features:  3 car garage, nice lot with lush landscaping, cul-de-sac location in a quiet neighborhood.",30.42780303955078,-97.81060028076172,3,FALSE,TRUE,FALSE,FALSE,Single Family,2002,875000,2020-08-10,8,2020,37,3,2,1,0,0,0,0,13939.2,3555,1.6,8.666666666666666,1632,16,4,5,2,18
29343595,1302 Olympus Dr,78733,"Custom home in a highly desirable pocket neighborhood behind Seven Oaks. Meticulously maintained. Situated perfectly on a tree covered .33 acre lot. Move-in ready, high ceilings, bright open living, spacious kitchen w/granite. Office/study. main level bedroom w/full bath. Super low taxes! Amazing amenities available thru voluntary HOA. Lake access, waterfront club, boat ramps, playground, park/pool. All this plus exemplary schools, 15 minutes to downtown and 7 minutes to Whole Foods/Hill Country Galleria.",30.33401870727539,-97.86082458496094,0,TRUE,FALSE,FALSE,FALSE,Single Family,2000,574900,2018-09-29,9,2018,19,3,1,0,0,0,0,0,14374.8,3127,3.7,8,1373,14,3,4,2,18
29372685,9407 Ashton Rdg,78750,"9407 Ashton Rdg, Austin, TX 78750 is a single family home that contains 3,400 sq ft and was built in 1984. It contains 5 bedrooms and 5 bathrooms. 
 
The Zestimate for this house is $964,218. The Rent Zestimate for this home is $2,800/mo.",30.43070602416992,-97.80033111572266,0,TRUE,FALSE,TRUE,TRUE,Single Family,1984,835000,2019-05-22,5,2019,1,2,1,0,1,0,1,0,23522.4,3400,1.1666666666666667,8.666666666666666,1632,16,5,5,2,35
83819094,1616 Lakecliff Hills Ln,78732,"Custom built French Country w/very high end finishes (not a production home)*Cul-de-sac setting w/porte cochere & turret*Covered/arbor covered outdoor entertaining areas/fireplace/grill/fridge...like out of a magazine*Amazing oversize pool/spa with beach area, diving board*Backs to woods, extremely private*Master plus another BR & full bath on main level*Gorgeous curved staircase with rich dark wood & iron*Interior beams*Walls of windows*French chateau kitchen with 2 islands, custom cabinetry*Stunning!!!!",30.34964942932129,-97.8884735107422,0,TRUE,FALSE,FALSE,FALSE,Single Family,2007,1145000,2018-08-03,8,2018,1,4,2,0,0,0,0,0,23522.4,4747,2.6666666666666665,8.333333333333334,1533,17,4,5,2,11
80098094,1502 Medio Calle,78733,"Custom home in Eanes ISD on large lot in country feeling lane!  This is it. Interior paint May 2019. Wood floors, high ceilings in the living area with exposed beams and large rock fireplace.  Master bedroom downstairs with large walk-in closet.  Stainless steel appliances.  486 sq ft feet of deck to enjoy the views! Home features a long lasting metal roof and quality construction.  Oversized garage fits cars and room for storage. Voluntary HOA gives access to swimming pool, beach and boat ramp. Very low tax rate, 1.86% in 2018!",30.337543487548828,-97.86336517333984,0,TRUE,FALSE,FALSE,FALSE,Single Family,2006,529000,2019-07-25,7,2019,22,4,1,0,1,0,0,0,13939.2,1981,3.9,8,1373,14,3,3,2,13
2086105684,11110 Zimmerman Ln,78726,"11110 Zimmerman Ln, Austin, TX 78726 is a single family home that contains 2,799 sq ft and was built in 2016. It contains 4 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $701,668. The Rent Zestimate for this home is $2,627/mo.",30.408695220947266,-97.8431167602539,0,TRUE,FALSE,FALSE,FALSE,Single Family,2016,609000,2019-05-03,5,2019,12,3,1,0,0,0,0,0,6534,2799,1.2,7,1381,16,4,4,2,3
2086105683,7800 Ryans Way,78726,"7800 Ryans Way, Austin, TX 78726 is a single family home that contains 2,258 sq ft and was built in 2018. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $530,694. The Rent Zestimate for this home is $2,450/mo.",30.409034729003903,-97.8438720703125,0,TRUE,FALSE,FALSE,FALSE,Single Family,2018,448000,2019-04-12,4,2019,12,3,1,0,0,0,0,0,6098,2258,1.2666666666666666,7,1381,16,3,4,2,1
29339592,10604 Pluchea Cv,78733,"Meticulously maintained, updated home, on a quiet cul-de-sac highlighted by a one-of-a-kind legend oak tree in front yard. Showcasing hardwoods, granite counter tops and an amazing kitchen w/large center island. Located on an over-sized lot this rare jewel features a 3 car garage, office/study, true media room and luxurious main level master retreat w/spa bath. All this plus walk to park w/pool, tennis, sport courts, hike/bike trails, & playground. Nearby shopping & exemplary schools. 20 min to Downtown.",30.31130790710449,-97.8982162475586,0,TRUE,FALSE,FALSE,FALSE,Single Family,1996,785000,2018-01-27,1,2018,18,3,1,0,0,0,0,0,15681.6,3771,2.6,9.333333333333334,1360,14,4,4,2,22
58300182,10302 Echoridge Dr,78750,"Meticulously maintained, 2-Story brick beauty zoned to high-rated Spicewood/CanyonVista/Westwood. FACES EAST. Gas cooking! Treetop-level panoramic views of canyon from TWO balconies. Master down. Auto blackout blinds in master. Lots of storage/attic access. Upstairs bed/office closet has potential for full bath conversion. At cul-de-sac, nestled next to HOA-owned empty lot. Very little yard to maintain. Seller requires leaseback through March. Special financing available.",30.43135070800781,-97.8139190673828,0,TRUE,FALSE,FALSE,TRUE,Single Family,1991,680000,2020-01-21,1,2020,1,3,1,1,2,0,0,0,5488,3371,1.6333333333333335,8.666666666666666,1632,16,3,4,2,29
29376179,11207 Pickfair Dr,78750,"Rarest of the Rare!!! Stunning 3/2.5 two story with master down and 3 car side entry garage. Large, landscaped lot and trees, sparkling in-ground pool, BACKS to the former Golf Course!!! Tremendous updates/remodeling: Roof reshingled 2009, AC and Furnace replaced on both levels. SS appliances (Sub-Zero Refrigerator, Jenn-Air electric cooktop, KitchenAid double oven and dishwasher, Grohe faucet - done in 2015!). Amazing Master Bathroom remodel 2015. Several Pella doors and windows. Carpet 2017. Hurry!",30.44144058227539,-97.80919647216795,3,TRUE,TRUE,FALSE,FALSE,Single Family,1980,549950,2018-02-16,2,2018,37,3,2,0,0,0,0,0,12632.4,2537,1.1333333333333335,8.666666666666666,1632,16,2.5,3,2,38
125114086,2800 San Juan Dr,78733,"Auction now open!  Selling at or above $700,000; Previously $1.575M. Open daily 1-4PM & by Appt. Nestled on two natural, sloping properties in the Westlake Hills of Austin, 2708 & 2800 San Juan Drive offer contemporary style, custom details, and intimate connections to nature. Soaring ceilings, clerestory windows, and thoughtfully placed vertical windows give these homes a modern, yet livable air. Designed by the renowned firm, Bercy Chen Studio, these architectural gems are offset on their sloping, natural lots, offering each a unique outlook, light distribution, and privacy. Relax on the roof deck in your private cocoon, obscured by the mesh and steel fence, yet able to take in the gorgeous hill country that surrounds you.",30.34906578063965,-97.8584213256836,6,TRUE,TRUE,FALSE,TRUE,Single Family,2017,1200000,2018-08-03,8,2018,33,3,2,0,0,0,0,0,12196.8,3020,4.466666666666666,8,1373,14,4,4,2,1
29376177,11203 Pickfair Dr,78750,"Multiple Offers Received, Best and final offer deadline of 5pm Tuesday Sep 8th*** Lovingly maintained home*As good of shape as the day it was built*Backs to greenbelt/former golf course*Great sized kitchen w/built in appliances open to eat in dining*Utility room w/sink, tons of storage & 1/2 bath*New roof, recent AC & H2O Heater*Fresh carpet & paint in/out*Covered/screened in patio in back*flat yard*Very peaceful setting w/massive oaks front & back*Acclaimed RRISD/Westwood*Walking distance to playground!Restrictions: Yes",30.44106674194336,-97.80960845947266,2,TRUE,TRUE,TRUE,TRUE,Single Family,1978,579900,2020-10-16,10,2020,54,3,2,2,0,0,0,0,12632.4,2542,1.1333333333333335,8.666666666666666,1632,16,3,4,1,42
29376176,11201 Pickfair Dr,78750,MULTIPLE OFFERS.  BEST AND FINAL DUE BY 9/7 AT 5:00 PM. Immaculate single story on an incredible tree covered lot in Spicewood At Balcones Village!  Lushly landscaped with soaring trees front and back.  The home has been meticulously maintained by the owners. Large family/living room is divided by a 2-sided fireplace.  The .318 acre lot is open to a greenbelt in back.  Views of what used to be a golf course can be enjoyed on the outdoor deck and closed in sun-room.Restrictions: Yes  Sprinkler Sys:Yes,30.440826416015625,-97.80974578857422,2,TRUE,TRUE,FALSE,TRUE,Single Family,1981,615000,2020-09-29,9,2020,68,2,2,3,2,0,2,0,13939.2,2560,1.1333333333333335,8.666666666666666,1632,16,3,3,1,39
29374176,9443 Spring Hollow Dr,78750,"Lovely single story home in Balconies Village, (Balconies Country Club) located in the highly acclaimed RRISD and zoned to Westwood HS. Canyon Creek Middle School and Spicewood Springs Elementary School.  This spacious home boasts tons of natural light, freshly, wood flooring.  Enjoy the sun filled living room with Anderson glass doors in Living and Master Bed room. Granite countertops in bathrooms. Corian Counter tops and Hickory cabinets in Kitchen.  Bosh Diswasher,  Updated Bathrooms, Jetted tub in Master, Oak wood floors throughout.  Established Oak Trees, Quiet Neighborhood, Large Yard, New AC/Heat. The backyard boasts a large trees and landscaped yard.   Close proximity to neighborhood pools, parks & schools. Quick and easy access to 183, Lakeline Mall, and tons of shopping, dining & entertainment - you'll love it here!  Pool membership available thru Balconies Country Club.  Large lot (1/3 acre).  Sprinkler System.  Side entry 2 1/2 Car Garage.",30.437469482421875,-97.7947998046875,2,TRUE,TRUE,FALSE,FALSE,Single Family,1972,429000,2019-09-03,9,2019,23,4,2,0,0,0,0,0,14374.8,1856,0.9666666666666668,8.666666666666666,1632,16,2,3,1,47
29334585,9204 Eddy Cv,78735,"Lovely home in Barton Creek Country Club with tons of windows, natural light and shade trees. Spacious two story house with lots of room for separate home office, upstairs study & large playroom/den. 3 car garage and plenty of storage.",30.29567909240723,-97.87471771240234,0,TRUE,FALSE,FALSE,FALSE,Single Family,2000,849900,2019-03-29,3,2019,25,4,2,0,0,0,0,0,9147,3700,5.633333333333333,5.666666666666668,1332,16,3,4,2,19
29376175,11107 Pickfair Dr,78750,"11107 Pickfair Dr, Austin, TX 78750 is a single family home that contains 3,050 sq ft and was built in 1984. It contains 4 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $873,435. The Rent Zestimate for this home is $3,608/mo.",30.440582275390625,-97.80988311767578,0,TRUE,FALSE,FALSE,FALSE,Single Family,1984,750000,2018-12-31,12,2018,40,4,2,0,0,0,0,0,13068,3050,1.1666666666666667,8.666666666666666,1632,16,4,4,2,34
29334581,2205 Warbler Way,78735,"Beautiful Italian style with views of Barton Creek greenbelt. Cantera doors, granite, stainless appliances. Entertainment cabinetry, silk drapes, 2 fireplaces! Flat backyard with private, gentle path to Barton Creek.  Gorgeous tiger wood multi-level deck with grand outdoor fireplace. Enjoy privacy, spectacular views, cul-de-sac, and community.  Walk to St. Gabriel's and St. Michael's.  Barton Creek country club social membership conveys.",30.296367645263672,-97.87391662597656,4,TRUE,TRUE,FALSE,TRUE,Single Family,2000,1099000,2019-04-30,4,2019,38,4,2,0,0,0,0,0,26136,3988,5.633333333333333,5.666666666666668,1332,16,4,4,2,19
29374675,10704 Hastings Ln,78750,"10704 Hastings Ln, Austin, TX 78750 is a single family home that contains 3,284 sq ft and was built in 2001. It contains 4 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $818,902. The Rent Zestimate for this home is $3,595/mo.",30.43657684326172,-97.81207275390624,3,FALSE,TRUE,TRUE,TRUE,Single Family,2001,675000,2018-08-31,8,2018,33,1,2,0,0,0,0,0,13503.6,3284,1.3333333333333333,8.666666666666666,1632,16,4,4,2,17
70337673,10412 Tularosa Pass,78726,"This beautiful home in desirable Canyon Creek has a wonderful front porch. Home features crown molding, & high ceilings with bright natural light. Spacious loft and office upstairs. Updated Kitchen is open to family room with granite counter tops and breakfast bar with views of your beautiful greenbelt.  Recently installed wood floors downstairs and stairway.  Guest room downstairs with a full bath and a study/office area.  Private backyard on your double deck patio with gorgeous views of the greenbelt.Restrictions: Yes  Sprinkler Sys:Yes",30.42943572998047,-97.8185043334961,3,TRUE,TRUE,FALSE,TRUE,Single Family,2005,675000,2020-09-17,9,2020,107,4,2,3,1,0,1,0,8537,4044,1.5333333333333332,8,1275,15,4,5,2,15
29339580,1708 Lemon Mint Ct,78733,"Stunning luxury situated perfectly on an oversized third acre cul-de-sac lot w/access to greenbelt hike/bike trail. Resort paradise w/amazing backyard, waterfall pool, spa. plenty of room to run, play, garden, escape. Updated interior, hardwoods, game/media room, 3 car garage, enchanting master, dream Kitchen. All this plus highly 20 min to downtown, terrific nearby shopping/dining and awesome community park, tennis, pool,playground. One of the finest homes ever available in Senna Hills. Truly a rare gem.",30.313068389892567,-97.89618682861328,3,TRUE,TRUE,TRUE,FALSE,Single Family,1995,729000,2018-10-06,10,2018,21,2,2,0,0,0,0,0,15245.999999999998,3319,2.533333333333333,9.333333333333334,1360,14,3,4,2,23
64802671,10408 Peekston Dr,78726,"Rare Find! Canyon Creek Gem! This Single Story home offers spacious space for All. 4beds + 3Full baths + study w/closet & french door + Formal Dining/Den. Nestled in one of the newest sections of Canyon Creek. Proud original ownership! The recent interior painted throughout, and Beautifully remodeled w/White cabinets & big Island in the Kitchen. Bright, tall high ceiling, Rich classic wood floors, Expensive crown molding & Perfect MIL floor plan. RRISD feeds to Prestigious Westwood HS. Canyon creek elm Nearby.  This Canyon Creek Amenity offers Pool, Tennis court, Play Park and Walking Trails.  Appointment with the agent to do the tour and make it yours! Welcome, Home!",30.43026161193848,-97.81855010986328,0,TRUE,FALSE,FALSE,FALSE,Single Family,2004,439900,2019-04-19,4,2019,40,3,1,0,0,0,0,0,8058,2662,1.5,8,1275,15,3,4,1,15
29334579,2213 Warbler Way,78735,"INCREDIBLE HYLE HOME IN EXCEPTIONAL CONDITION ON A PLUSH GREEN+/-1/2 ACRE w/TOWERING TREES &FENCING. Backs to BARTON CREEK CANYON LANDS HIKING TRAILS!Located in gated enclave near Barton Creek Country Club & easy walk to schools. Boasting an exceptional OPEN CONCEPT plan with LARGE WINDOWS BRINGING IN NATURAL LIGHT!Upstairs RETREAT centrally located off bedrooms. 3 car garage, private office on the main level and TRANQUIL STONE PATIO AND FIRE PIT UNDER THE TREES FOR PERFECT RELAXATION!Schedule a showing!!!",30.29582214355469,-97.87384796142578,3,TRUE,TRUE,FALSE,TRUE,Single Family,2000,979000,2020-08-07,8,2020,58,4,2,2,3,0,2,0,17424,3955,5.6000000000000005,5.666666666666668,1332,16,4,4,2,20
80105578,1504 Medio Calle,78733,"1504 Medio Calle, Austin, TX 78733 is a single family home that contains 1,275 sq ft and was built in 2004. It contains 2 bedrooms and 1 bathroom. 
 
The Zestimate for this house is $443,595. The Rent Zestimate for this home is $1,845/mo.",30.33777236938477,-97.86353302001952,1,TRUE,TRUE,FALSE,FALSE,Single Family,2004,375000,2018-10-31,10,2018,33,7,2,0,0,0,0,0,13939.2,1275,3.9,8,1373,14,1,2,2,14
29372671,9619 Vista View Dr,78750,"Price reduction ... Beautiful and well-maintained house in the quiet Spicewood at Balcones neighborhood. Four bedrooms with an additional office/bedroom.
Just minutes from shopping areas, restaurants and major employers such as Apple and Oracle.
Only a block away from Northwest Balcones neighborhood park and blocks away from Balcones Country Club golf course.
Acclaimed Round Rock School district with Spicewood Elementary, Canyon Vista Middle School and Westwood High School.
Two living areas, wood floor and tile throughout. Remodeled kitchen with updated cabinets and appliances.
Large deck for parties and summer BBQ. Well kept front and backyard. Huge backyard with mature trees making it a private sanctuary.",30.42846488952637,-97.80308532714844,0,TRUE,FALSE,FALSE,FALSE,Single Family,1977,475000,2019-06-11,6,2019,61,3,1,0,0,0,0,0,16552.8,2058,1.3333333333333333,8.666666666666666,1632,16,3,4,2,42
