case_id,econ_conditions_country,employment_status,household_income,age_category,education,gender,region,housing_status
202506018,Only fair,Working full-time,"$100,000 to $149,999",25-34,Some college or Associate's degree,Male,Northeast,Own your home free and clear (without a mortgage or loan)
202401487,Only fair,Working full-time,"$50,000 to $74,999",25-34,Bachelor's degree or higher,Male,West,Pay rent
201905537,Only fair,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,Northeast,Own your home with a mortgage or loan
201601294,Good,Not working,"$75,000 to $99,999",75+,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home free and clear (without a mortgage or loan)
202503359,Good,Working full-time,"$75,000 to $99,999",65-74,Bachelor's degree or higher,Male,West,Own your home free and clear (without a mortgage or loan)
202400164,Poor,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Female,Northeast,Pay rent
202405826,Good,Working full-time,"$50,000 to $74,999",55-64,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202500673,Good,Not working,"$75,000 to $99,999",65-74,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
201800919,Good,Working part-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202400927,Good,Working full-time,"$25,000 to $49,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
201900885,Excellent,Not working,"$25,000 to $49,999",75+,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Own your home free and clear (without a mortgage or loan)
202506000,Only fair,Working full-time,"$150,000 or more",65-74,Some college or Associate's degree,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202402948,Only fair,Working part-time,"$50,000 to $74,999",75+,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202505673,Only fair,Working full-time,"$10,000 to $24,999",55-64,Some college or Associate's degree,Female,Midwest,Own your home with a mortgage or loan
202501886,Good,Not working,"$75,000 to $99,999",75+,Bachelor's degree or higher,Male,West,Own your home free and clear (without a mortgage or loan)
202402375,Good,Not working,"$150,000 or more",65-74,Bachelor's degree or higher,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202504984,Only fair,Not working,"$50,000 to $74,999",65-74,Bachelor's degree or higher,Female,Midwest,Own your home free and clear (without a mortgage or loan)
201802586,Only fair,Working full-time,"$100,000 to $149,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Own your home with a mortgage or loan
202403144,Poor,Working full-time,"$50,000 to $74,999",65-74,No high school diploma or GED,Male,South,Own your home with a mortgage or loan
202500714,Only fair,Working full-time,"$75,000 to $99,999",65-74,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
202504224,Good,Working full-time,"$50,000 to $74,999",55-64,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202506276,Only fair,Not working,"$100,000 to $149,999",75+,Bachelor's degree or higher,Male,South,Pay rent
202400540,Only fair,Not working,"$25,000 to $49,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,West,Own your home free and clear (without a mortgage or loan)
201502813,Poor,Not working,"$150,000 or more",45-54,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
202505066,Only fair,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
201604388,Poor,Working full-time,"$50,000 to $74,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,West,Pay rent
202504150,Good,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202001969,Good,Not working,"$50,000 to $74,999",75+,No high school diploma or GED,Female,West,Own your home free and clear (without a mortgage or loan)
202005550,Only fair,Working full-time,"$25,000 to $49,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Pay rent
202503278,Only fair,Not working,"$100,000 to $149,999",75+,Some college or Associate's degree,Male,Northeast,Own your home with a mortgage or loan
202505042,Only fair,Working part-time,"$50,000 to $74,999",65-74,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
201705635,Poor,Working full-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
201806730,Only fair,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Female,Northeast,Pay rent
201901279,Only fair,Working part-time,"$25,000 to $49,999",55-64,Bachelor's degree or higher,Male,South,Pay rent
201700450,Good,Working full-time,"$100,000 to $149,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202501822,Only fair,Working part-time,"$100,000 to $149,999",65-74,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202403413,Only fair,Working full-time,"$150,000 or more",55-64,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
201802146,Poor,Working part-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,West,Own your home free and clear (without a mortgage or loan)
201807148,Only fair,Not working,"$150,000 or more",35-44,Bachelor's degree or higher,Female,West,Pay rent
202503321,Poor,Not working,"$150,000 or more",65-74,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
202503962,Only fair,Working full-time,"$25,000 to $49,999",25-34,Bachelor's degree or higher,Female,South,Pay rent
202006280,Only fair,Working full-time,"$100,000 to $149,999",65-74,Some college or Associate's degree,Male,West,Own your home free and clear (without a mortgage or loan)
202506325,Only fair,Working full-time,"$50,000 to $74,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202204851,Only fair,Not working,"$50,000 to $74,999",35-44,Bachelor's degree or higher,Female,South,Neither own nor pay rent
202506346,Only fair,Not working,"$150,000 or more",55-64,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202504457,Good,Not working,"$50,000 to $74,999",75+,Some college or Associate's degree,Female,South,Own your home free and clear (without a mortgage or loan)
201904314,Good,Not working,"$100,000 to $149,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Own your home with a mortgage or loan
201302807,Only fair,Not working,"$100,000 to $149,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,West,Own your home free and clear (without a mortgage or loan)
202506509,Only fair,Working part-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202504983,Only fair,Not working,"$10,000 to $24,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Pay rent
202204601,Only fair,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Female,Northeast,Own your home with a mortgage or loan
202400061,Poor,Not working,"$25,000 to $49,999",55-64,No high school diploma or GED,Female,Northeast,Pay rent
201303707,Only fair,Not working,"$25,000 to $49,999",75+,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
201805546,Only fair,Not working,"$10,000 to $24,999",35-44,No high school diploma or GED,Female,Midwest,Pay rent
201302330,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,West,Own your home free and clear (without a mortgage or loan)
202505457,Only fair,Not working,"$25,000 to $49,999",75+,Some college or Associate's degree,Female,West,Own your home with a mortgage or loan
202505417,Good,Working part-time,"$150,000 or more",65-74,Some college or Associate's degree,Female,Midwest,Own your home with a mortgage or loan
202506854,Only fair,Not working,"$100,000 to $149,999",75+,Bachelor's degree or higher,Female,Midwest,Own your home free and clear (without a mortgage or loan)
201402668,Excellent,Working full-time,"$100,000 to $149,999",35-44,Bachelor's degree or higher,Female,South,Pay rent
202500165,Only fair,Not working,"$75,000 to $99,999",45-54,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
201707128,Only fair,Not working,"$50,000 to $74,999",55-64,No high school diploma or GED,Female,West,Own your home with a mortgage or loan
202401588,Only fair,Not working,"Less than $10,000",65-74,No high school diploma or GED,Female,Midwest,Pay rent
202501758,Good,Working full-time,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202505317,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
201802524,Good,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202501096,Only fair,Working full-time,"$50,000 to $74,999",55-64,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202502921,Only fair,Working full-time,"$50,000 to $74,999",35-44,Bachelor's degree or higher,Female,West,Pay rent
202504113,Only fair,Not working,"$75,000 to $99,999",35-44,Bachelor's degree or higher,Female,West,Pay rent
202500738,Only fair,Not working,"$75,000 to $99,999",65-74,Bachelor's degree or higher,Female,Midwest,Own your home free and clear (without a mortgage or loan)
201702195,Only fair,Not working,"Less than $10,000",45-54,High school graduate (high school diploma or the equivalent GED),Female,South,Neither own nor pay rent
202505302,Only fair,Not working,"$100,000 to $149,999",75+,Some college or Associate's degree,Male,South,Own your home free and clear (without a mortgage or loan)
201707555,Only fair,Working full-time,"$150,000 or more",55-64,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
201806966,Poor,Working part-time,"$50,000 to $74,999",35-44,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202502231,Only fair,Working full-time,"$100,000 to $149,999",45-54,Some college or Associate's degree,Male,West,Own your home with a mortgage or loan
202505419,Poor,Not working,"$25,000 to $49,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202506183,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202405498,Only fair,Not working,"$150,000 or more",65-74,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
201903697,Only fair,Not working,"$100,000 to $149,999",75+,Bachelor's degree or higher,Female,Northeast,Pay rent
202102795,Good,Not working,"$50,000 to $74,999",75+,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home with a mortgage or loan
202005539,Poor,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,Midwest,Own your home free and clear (without a mortgage or loan)
201901786,Only fair,Not working,"$75,000 to $99,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,West,Pay rent
202505678,Only fair,Working part-time,"$100,000 to $149,999",18-24,Some college or Associate's degree,Female,South,Neither own nor pay rent
201801809,Only fair,Working full-time,"$50,000 to $74,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202503637,Poor,Not working,"$100,000 to $149,999",75+,Bachelor's degree or higher,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202502988,Only fair,Not working,"$150,000 or more",55-64,Some college or Associate's degree,Female,Northeast,Own your home free and clear (without a mortgage or loan)
202000318,Good,Working full-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
201805267,Only fair,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
201807258,Poor,Not working,"$150,000 or more",55-64,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202505923,Good,Not working,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
202505155,Only fair,Not working,"$25,000 to $49,999",75+,Bachelor's degree or higher,Female,Northeast,Own your home with a mortgage or loan
202505612,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202505004,Good,Not working,"$150,000 or more",65-74,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
202506603,Only fair,Not working,"$75,000 to $99,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
202503707,Poor,Working full-time,"$75,000 to $99,999",45-54,Bachelor's degree or higher,Female,Northeast,Own your home with a mortgage or loan
202500956,Poor,Not working,"$150,000 or more",75+,Some college or Associate's degree,Female,Northeast,Own your home free and clear (without a mortgage or loan)
201801751,Only fair,Working full-time,"$100,000 to $149,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Own your home free and clear (without a mortgage or loan)
202505545,Good,Not working,"$100,000 to $149,999",65-74,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202500430,Good,Not working,"$50,000 to $74,999",75+,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home free and clear (without a mortgage or loan)
202204141,Poor,Working full-time,"$100,000 to $149,999",55-64,Some college or Associate's degree,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202505800,Good,Not working,"$100,000 to $149,999",55-64,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202204536,Poor,Working full-time,"$25,000 to $49,999",75+,Some college or Associate's degree,Female,South,Own your home free and clear (without a mortgage or loan)
202401043,Good,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
202003461,Poor,Not working,"$150,000 or more",65-74,Some college or Associate's degree,Male,Midwest,Own your home free and clear (without a mortgage or loan)
201701408,Poor,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202501827,Good,Working part-time,"$75,000 to $99,999",65-74,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202200258,Poor,Working part-time,"$150,000 or more",65-74,Bachelor's degree or higher,Male,West,Own your home free and clear (without a mortgage or loan)
202303146,Poor,Not working,"$100,000 to $149,999",35-44,Some college or Associate's degree,Male,West,Own your home with a mortgage or loan
202506208,Only fair,Not working,"$25,000 to $49,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home free and clear (without a mortgage or loan)
201709798,Only fair,Not working,"$50,000 to $74,999",65-74,Bachelor's degree or higher,Male,Northeast,Own your home free and clear (without a mortgage or loan)
201709883,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,Northeast,Own your home with a mortgage or loan
202504122,Poor,Working full-time,"$75,000 to $99,999",55-64,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202000284,Poor,Working full-time,"$150,000 or more",55-64,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home with a mortgage or loan
201900667,Excellent,Working full-time,"$10,000 to $24,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202504656,Poor,Not working,"$50,000 to $74,999",75+,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Own your home free and clear (without a mortgage or loan)
202400749,Good,Not working,"$10,000 to $24,999",65-74,No high school diploma or GED,Female,Midwest,Pay rent
202500526,Poor,Working full-time,"$150,000 or more",55-64,Some college or Associate's degree,Male,West,Own your home with a mortgage or loan
202001236,Poor,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
201900930,Poor,Not working,"$75,000 to $99,999",65-74,No high school diploma or GED,Female,Northeast,Pay rent
201804220,Poor,Working full-time,"Less than $10,000",25-34,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home with a mortgage or loan
202502034,Good,Not working,"$75,000 to $99,999",45-54,Some college or Associate's degree,Female,Northeast,Own your home with a mortgage or loan
202400675,Good,Not working,"Less than $10,000",25-34,No high school diploma or GED,Male,Midwest,Pay rent
201401364,Only fair,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202004828,Only fair,Not working,"$50,000 to $74,999",75+,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Own your home free and clear (without a mortgage or loan)
202301440,Poor,Not working,"$150,000 or more",75+,Some college or Associate's degree,Male,West,Own your home with a mortgage or loan
202505248,Only fair,Working part-time,"$75,000 to $99,999",55-64,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
201903787,Good,Not working,"$100,000 to $149,999",75+,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
201904976,Poor,Not working,"$100,000 to $149,999",75+,Bachelor's degree or higher,Female,Midwest,Own your home free and clear (without a mortgage or loan)
201401469,Only fair,Not working,"$10,000 to $24,999",45-54,No high school diploma or GED,Male,South,Pay rent
202500613,Poor,Not working,"Less than $10,000",35-44,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home free and clear (without a mortgage or loan)
201800711,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202505916,Only fair,Working full-time,"$150,000 or more",55-64,Some college or Associate's degree,Female,South,Own your home free and clear (without a mortgage or loan)
202001686,Only fair,Not working,"$25,000 to $49,999",65-74,Some college or Associate's degree,Female,South,Own your home free and clear (without a mortgage or loan)
201805398,Poor,Not working,"$10,000 to $24,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Pay rent
202505846,Only fair,Not working,"$50,000 to $74,999",75+,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
201804366,Poor,Not working,"$10,000 to $24,999",65-74,No high school diploma or GED,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202406502,Only fair,Not working,"$100,000 to $149,999",35-44,Bachelor's degree or higher,Female,Northeast,Own your home with a mortgage or loan
202401550,Only fair,Not working,"$100,000 to $149,999",65-74,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
202502411,Only fair,Not working,"$100,000 to $149,999",75+,Bachelor's degree or higher,Male,Northeast,Own your home free and clear (without a mortgage or loan)
202502791,Good,Working full-time,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202004675,Only fair,Working part-time,"$100,000 to $149,999",45-54,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202501695,Poor,Not working,"$25,000 to $49,999",75+,Some college or Associate's degree,Female,Midwest,Neither own nor pay rent
201902766,Only fair,Working full-time,"$150,000 or more",25-34,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
202503049,Only fair,Working full-time,"$25,000 to $49,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home free and clear (without a mortgage or loan)
202504695,Only fair,Not working,"$50,000 to $74,999",35-44,No high school diploma or GED,Female,Northeast,Pay rent
201709127,Poor,Working full-time,"$50,000 to $74,999",35-44,Some college or Associate's degree,Female,Midwest,Pay rent
202503293,Only fair,Not working,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Female,Northeast,Neither own nor pay rent
201802653,Only fair,Not working,"$25,000 to $49,999",65-74,No high school diploma or GED,Male,South,Own your home free and clear (without a mortgage or loan)
202501572,Poor,Not working,"$10,000 to $24,999",25-34,Some college or Associate's degree,Female,West,Pay rent
202300968,Poor,Not working,"$10,000 to $24,999",75+,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
201400348,Only fair,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Male,Northeast,Pay rent
202300675,Only fair,Not working,"$50,000 to $74,999",65-74,Some college or Associate's degree,Male,West,Own your home with a mortgage or loan
201603082,Only fair,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,Northeast,Own your home with a mortgage or loan
202000107,Only fair,Working full-time,"$75,000 to $99,999",65-74,Bachelor's degree or higher,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202200153,Good,Not working,"$50,000 to $74,999",65-74,Some college or Associate's degree,Male,South,Own your home free and clear (without a mortgage or loan)
201701139,Only fair,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202500097,Good,Not working,"$150,000 or more",35-44,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202403385,Only fair,Not working,"Less than $10,000",55-64,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
201802572,Only fair,Not working,"Less than $10,000",65-74,High school graduate (high school diploma or the equivalent GED),Male,South,Neither own nor pay rent
202104675,Only fair,Working full-time,"$100,000 to $149,999",75+,Some college or Associate's degree,Male,West,Own your home with a mortgage or loan
202506419,Only fair,Not working,"$150,000 or more",65-74,Some college or Associate's degree,Female,West,Own your home free and clear (without a mortgage or loan)
202502650,Poor,Working part-time,"$10,000 to $24,999",55-64,Some college or Associate's degree,Female,West,Pay rent
202504410,Only fair,Not working,"$50,000 to $74,999",75+,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
201603332,Poor,Not working,"Less than $10,000",75+,No high school diploma or GED,Female,South,Own your home free and clear (without a mortgage or loan)
202502913,Only fair,Working part-time,"$100,000 to $149,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,West,Own your home free and clear (without a mortgage or loan)
202506067,Poor,Not working,"$25,000 to $49,999",75+,Some college or Associate's degree,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202506339,Good,Not working,"$50,000 to $74,999",65-74,Bachelor's degree or higher,Male,Midwest,Own your home free and clear (without a mortgage or loan)
201709126,Only fair,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202402163,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202402318,Poor,Working part-time,"$50,000 to $74,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home free and clear (without a mortgage or loan)
202406263,Poor,Working part-time,"$75,000 to $99,999",35-44,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Own your home with a mortgage or loan
202502580,Good,Working full-time,"$150,000 or more",75+,Some college or Associate's degree,Male,South,Own your home free and clear (without a mortgage or loan)
202503901,Only fair,Not working,"$10,000 to $24,999",65-74,Some college or Associate's degree,Female,West,Own your home with a mortgage or loan
202401343,Only fair,Working full-time,"$100,000 to $149,999",35-44,Bachelor's degree or higher,Male,Northeast,Pay rent
201901248,Only fair,Not working,"$50,000 to $74,999",55-64,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
201802677,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202500806,Poor,Not working,"$150,000 or more",75+,Bachelor's degree or higher,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202000564,Good,Not working,"$75,000 to $99,999",75+,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home free and clear (without a mortgage or loan)
202201947,Only fair,Working full-time,"$100,000 to $149,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
202502051,Good,Working full-time,"$50,000 to $74,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home free and clear (without a mortgage or loan)
201805928,Poor,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Male,West,Pay rent
202503207,Good,Not working,"$150,000 or more",75+,Some college or Associate's degree,Male,West,Own your home free and clear (without a mortgage or loan)
201501170,Only fair,Working full-time,"$50,000 to $74,999",75+,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home with a mortgage or loan
202505255,Only fair,Not working,"$150,000 or more",75+,Some college or Associate's degree,Female,West,Neither own nor pay rent
202400447,Good,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,Northeast,Own your home with a mortgage or loan
202506440,Good,Not working,"$100,000 to $149,999",65-74,Some college or Associate's degree,Female,West,Own your home with a mortgage or loan
201903040,Good,Working full-time,"$100,000 to $149,999",35-44,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
202500064,Poor,Working full-time,"$25,000 to $49,999",55-64,Bachelor's degree or higher,Male,West,Own your home free and clear (without a mortgage or loan)
201804834,Poor,Working full-time,"$75,000 to $99,999",35-44,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
202406232,Only fair,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,West,Pay rent
201702595,Only fair,Working full-time,"$100,000 to $149,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
201903210,Good,Not working,"$75,000 to $99,999",65-74,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202503024,Only fair,Working part-time,"$10,000 to $24,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Pay rent
202501891,Good,Not working,"$10,000 to $24,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202500384,Only fair,Not working,"$75,000 to $99,999",75+,Bachelor's degree or higher,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202205276,Good,Not working,"$25,000 to $49,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Own your home free and clear (without a mortgage or loan)
202502620,Only fair,Not working,"$25,000 to $49,999",75+,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Own your home free and clear (without a mortgage or loan)
202504544,Good,Not working,"$150,000 or more",55-64,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202406427,Poor,Not working,"$50,000 to $74,999",75+,Bachelor's degree or higher,Female,Northeast,Pay rent
202505169,Only fair,Working part-time,"$150,000 or more",65-74,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202506454,Poor,Not working,"$75,000 to $99,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home with a mortgage or loan
202503578,Only fair,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Male,Midwest,Pay rent
201703134,Only fair,Working full-time,"$100,000 to $149,999",55-64,Some college or Associate's degree,Male,Northeast,Own your home with a mortgage or loan
202201816,Poor,Not working,"$150,000 or more",55-64,Some college or Associate's degree,Female,West,Own your home with a mortgage or loan
202502897,Poor,Not working,"$100,000 to $149,999",65-74,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202500857,Good,Working full-time,"$100,000 to $149,999",25-34,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202006269,Only fair,Working part-time,"$150,000 or more",65-74,Some college or Associate's degree,Male,West,Own your home free and clear (without a mortgage or loan)
202404520,Poor,Working full-time,"$100,000 to $149,999",35-44,Some college or Associate's degree,Female,Midwest,Own your home with a mortgage or loan
202403929,Only fair,Working full-time,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
201801768,Good,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,Northeast,Own your home with a mortgage or loan
202105552,Only fair,Not working,"$25,000 to $49,999",65-74,No high school diploma or GED,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202502766,Poor,Not working,"$75,000 to $99,999",55-64,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202501325,Poor,Not working,"$150,000 or more",65-74,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202504450,Good,Not working,"$25,000 to $49,999",75+,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Pay rent
202506271,Only fair,Working part-time,"Less than $10,000",45-54,Some college or Associate's degree,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202506061,Poor,Not working,"$75,000 to $99,999",75+,Some college or Associate's degree,Male,Northeast,Own your home with a mortgage or loan
201701540,Good,Working full-time,"$100,000 to $149,999",35-44,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202500581,Good,Not working,"$75,000 to $99,999",75+,High school graduate (high school diploma or the equivalent GED),Male,West,Own your home free and clear (without a mortgage or loan)
202502936,Good,Working full-time,"$25,000 to $49,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,South,Pay rent
202405368,Excellent,Working full-time,"$50,000 to $74,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202506503,Only fair,Working full-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
201902275,Poor,Working part-time,"$150,000 or more",55-64,Some college or Associate's degree,Female,South,Own your home free and clear (without a mortgage or loan)
202505031,Poor,Working full-time,"$25,000 to $49,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
201705536,Only fair,Working full-time,"$50,000 to $74,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
