id,loan_status,year,fully_paid,credit_score,credit_history_age,had_delinq,delinq_recent,has_pub_rec,recovery_channel,payoff_gross,payoff_net,payoff_frac,addr_state,annual_inc,dti,emp_length,emp_title,fico_approx,grade,home_ownership,inq_last_6mths,installment,int_rate,issue_d,loan_amnt,open_acc,purpose,revol_bal,revol_util,sub_grade,term,title,total_acc,verification_status,zip_code,total_pymnt,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,funded_amnt,funded_amnt_inv
1009772,Fully Paid,2011,1,70,6.997946611909651,1,0,0,NA,7717.721919797,7717.721919797,1.1025317028281427,CA,84000,2.76,2 years,Roseville Toyota,682,B,MORTGAGE,1,234.82,12.69,Nov-2011,7000,7,debt_consolidation,9159,36.8,B5,36 months,Credit Card Consolidation,11,Not Verified,956xx,7717.721919797,7000,717.72,0,0,0,Oct-2012,7000,7000
1003986,Fully Paid,2011,1,63,8,1,0,0,NA,9694.1113847769,9694.1113847769,1.0771234871974333,MN,61000,12.59,4 years,Allina Health Systems,662,D,MORTGAGE,0,319.85,16.77,Nov-2011,9000,20,debt_consolidation,8523,39.5,D2,36 months,Debt Consolidation,38,Verified,554xx,9694.1113847769,9000,694.11,0,0,0,Oct-2012,9000,9000
1001786,Fully Paid,2011,1,75,5.418206707734429,0,0,0,NA,5862.346300218101,5862.346300218101,1.0658811454942,CA,30000,8.48,< 1 year,Allied Refrigeration,712,A,RENT,0,174.65,8.9,Nov-2011,5500,5,debt_consolidation,5780,64.7,A5,36 months,Debt Consolidation,7,Source Verified,945xx,5862.346300218101,5500,362.35,0,0,0,Sep-2012,5500,5500
1009553,Fully Paid,2011,1,75,9.91649555099247,0,0,0,NA,5712.0624221784,5712.0624221784,1.14241248443568,NM,76000,3.68,< 1 year,National research council,717,A,RENT,1,158.77,8.9,Nov-2011,5000,6,debt_consolidation,6691,83.6,A5,36 months,Debt Consolidation,13,Source Verified,871xx,5712.0624221784,5000,712.06,0,0,0,Sep-2014,5000,5000
942739,Fully Paid,2011,1,74,13.585215605749486,1,0,0,NA,12761.048069310698,12761.048069310698,1.1600952790282453,OH,60000,15.28,10+ years,"Powers Friedman Linn, PLL",732,B,RENT,1,354.48,9.91,Nov-2011,11000,6,debt_consolidation,11887,44.5,B1,36 months,Consolidation,17,Source Verified,440xx,12761.048069310698,11000,1761.05,0,0,0,Nov-2014,11000,11000
1009531,Charged Off,2011,0,51,21.251197809719372,0,0,0,no_recovery,2433.479999999993,2433.479999999993,0.11061272727272696,WI,78000,20.03,10+ years,Village of Mt pleasant,662,F,MORTGAGE,2,608.37,22.06,Nov-2011,22000,10,debt_consolidation,20705,58.8,F4,60 months,Debt consolidation,38,Verified,531xx,2433.479999999993,837.17,1592.39,0,3.92,0,Mar-2012,22000,22000
1009187,Fully Paid,2011,1,69,21.916495550992472,1,1,0,NA,18322.4172531187,18322.4172531187,1.2214944835412467,MI,112000,15.9,10+ years,MVP sales,707,C,MORTGAGE,1,508.96,13.49,Nov-2011,15000,13,debt_consolidation,64099,19.5,C1,36 months,consolidation,30,Source Verified,480xx,18322.4172531187,15000,3322.42,0,0,0,Nov-2014,15000,15000
1009606,Fully Paid,2011,1,71,17.251197809719372,1,0,0,NA,14052.8167265902,14052.8167265902,1.1637943458873872,TX,170000,4.15,3 years,RIM,707,B,RENT,1,403.49,12.42,Nov-2011,12075,5,debt_consolidation,15225,53.8,B4,36 months,Debt Consolidation,19,Source Verified,750xx,14052.8167265902,12075,1977.82,0,0,0,Aug-2013,12075,12075
1009595,Fully Paid,2011,1,78,11.082819986310746,0,0,0,NA,7433.324658840599,7433.324658840599,1.105327086816446,MA,70000,13.92,8 years,whiting-turner contracting co.,757,A,RENT,1,206.49,6.62,Nov-2011,6725,8,debt_consolidation,2802,33.8,A2,36 months,Consolidate,19,Source Verified,017xx,7433.324658840599,6725,708.32,0,0,0,Nov-2014,6725,6725
1009563,Charged Off,2011,0,65,10.08350444900753,0,0,0,collection,5287.789999999999,5279.169999999999,0.2932872222222222,NC,59000,20.07,6 years,Bob Barker Company,717,C,RENT,1,437.35,15.96,Nov-2011,18000,14,debt_consolidation,0,0,C5,60 months,Debt Consolidation,16,Verified,276xx,5287.789999999999,2086.84,2260.4,21.823409438302,918.73,8.62,Sep-2012,18000,17975
1008431,Fully Paid,2011,1,79,23.83299110198494,0,0,0,NA,10956.7759618276,10956.7759618276,1.09567759618276,NC,86000,10.03,4 years,Cape Fear Community College,792,A,MORTGAGE,0,304.36,6.03,Nov-2011,10000,15,debt_consolidation,9606,27.2,A1,36 months,Debt Consolidation,45,Source Verified,284xx,10956.7759618276,10000,956.78,0,0,0,Nov-2014,10000,10000
1009343,Fully Paid,2011,1,69,31.917864476386036,1,1,0,NA,22085.3081128472,22085.3081128472,1.38033175705295,CA,96000,4.67,10+ years,CSE Insurance Co,717,C,MORTGAGE,0,368.08,13.49,Nov-2011,16000,18,debt_consolidation,13125,33.6,C1,60 months,Debt Consolidation,35,Source Verified,949xx,22085.3081128472,16000,6085.31,0,0,0,Nov-2016,16000,15750
1009320,Fully Paid,2011,1,75,5.585215605749487,0,0,0,NA,25573.149306183197,25573.149306183197,1.048079889597672,CA,90000,2.43,6 years,NA,762,A,MORTGAGE,0,774.78,8.9,Nov-2011,24400,5,debt_consolidation,2979,13.9,A5,36 months,Debt payment,8,Source Verified,951xx,25573.149306183197,24400,1173.15,0,0,0,Jun-2012,24400,24150
1009453,Charged Off,2011,0,61,10.08350444900753,0,0,0,collection,8035.4,6958.6562000139,0.27342460510860117,UT,57000,24.4,< 1 year,CNC Machine and Fabrication,702,D,RENT,0,640.47,17.58,Nov-2011,25450,7,debt_consolidation,12659,74.5,D4,60 months,medical and credit,23,Verified,843xx,8035.4,810.95,1101.61,0,6122.84,1076.7437999861,Feb-2012,25450,25425
993914,Fully Paid,2011,1,68,32.0848733744011,1,0,0,NA,13692.965308006102,13692.965308006102,1.1410804423338419,CA,40320,6.76,< 1 year,Oracle Corporation,687,C,RENT,1,411.71,14.27,Nov-2011,12000,5,debt_consolidation,6190,80.4,C2,36 months,Credit Card Consolidation,14,Verified,945xx,13692.965308006102,12000,1692.97,0,0,0,Jan-2013,12000,12000
1009301,Charged Off,2011,0,61,16.16700889801506,1,1,0,collection,18008.22,17994.1006,0.8997050300000001,PA,94000,8.37,8 years,United Steelworkers,697,D,MORTGAGE,1,503.32,17.58,Nov-2011,20000,5,small_business,14821,67.7,D4,60 months,Small Business,20,Source Verified,160xx,18008.22,10095.07,6501.21,0,1411.94,14.1194,May-2014,20000,19975
1009288,Fully Paid,2011,1,66,9.503080082135524,1,1,0,NA,7444.6412395604,7444.6412395604,1.2407735399267334,RI,60000,19.36,2 years,MetCap Management,667,C,RENT,2,208.79,15.27,Nov-2011,6000,10,debt_consolidation,9246,57.4,C4,36 months,"Good deal for me, good deal for you",19,Not Verified,029xx,7444.6412395604,6000,1444.64,0,0,0,Apr-2014,6000,6000
1009418,Fully Paid,2011,1,76,9.084188911704311,0,0,0,NA,13409.164048745102,13409.164048745102,1.1174303373954253,CA,50400,7.57,< 1 year,H.A. Bowen Electric,747,A,MORTGAGE,1,375.49,7.9,Nov-2011,12000,4,debt_consolidation,3205,40.1,A4,36 months,Consolidation!,10,Source Verified,945xx,13409.164048745102,12000,1409.16,0,0,0,Feb-2014,12000,11990.998611364244
1009413,Charged Off,2011,0,60,16.83230663928816,0,0,0,debt_sale,18764.55,18764.55,0.89355,CA,100000,13.31,6 years,NA,682,D,MORTGAGE,1,536.13,18.25,Nov-2011,21000,16,small_business,13931,75.8,D5,60 months,Busy Tax Office Wants to Grow,24,Verified,907xx,18764.55,9874.77,8794.24,0,95.54,0,Oct-2014,21000,20975
1009214,Fully Paid,2011,1,74,13.998631074606434,1,0,1,NA,13758.599442368,13758.599442368,1.1465499535306667,IL,63150,6.69,10+ years,Siemens,707,B,MORTGAGE,0,386.7,9.91,Nov-2011,12000,6,debt_consolidation,13168,67.9,B1,36 months,Get rid of debt,15,Verified,600xx,13758.599442368,12000,1758.6,0,0,0,Feb-2014,12000,11750
1009392,Fully Paid,2011,1,72,7.082819986310746,0,0,0,NA,15479.5377392554,15479.5377392554,1.1907336722504154,VA,120000,3.41,10+ years,Five Guys Enterprises,707,B,RENT,0,429.99,11.71,Nov-2011,13000,7,debt_consolidation,9655,91.1,B3,36 months,Cutting Debt Re-Fi Loan 2011Q4,9,Source Verified,223xx,15479.5377392554,13000,2479.54,0,0,0,Nov-2014,13000,12750
1009249,Fully Paid,2011,1,57,11.832991101984941,0,0,0,NA,21640.4899812034,21640.4899812034,1.5320700871648423,FL,55000,23.32,5 years,HSBC Bank,672,E,MORTGAGE,0,369.69,19.42,Nov-2011,14125,10,debt_consolidation,6474,49,E3,60 months,Debit Consolidation Loan,39,Verified,335xx,21640.4899812034,14125,7515.49,0,0,0,Sep-2015,14125,14125
1009120,Fully Paid,2011,1,74,9.084188911704311,0,0,0,NA,4872.382477908401,4872.382477908401,1.1600910661686668,LA,50000,6.36,3 years,ternium usa,702,B,OWN,0,135.35,9.91,Nov-2011,4200,5,debt_consolidation,7395,59.6,B1,36 months,debt consolididation,42,Not Verified,711xx,4872.382477908401,4200,672.38,0,0,0,Nov-2014,4200,4200
1009138,Fully Paid,2011,1,75,8.58590006844627,1,0,0,NA,20684.9399694111,20684.9399694111,1.2167611746712412,CA,36300,7.47,5 years,rabobank,772,A,RENT,0,352.07,8.9,Nov-2011,17000,12,debt_consolidation,303,1.5,A5,60 months,debt consolidation,27,Not Verified,934xx,20684.9399694111,17000,3684.94,0,0,0,Apr-2015,17000,16750
1009152,Fully Paid,2011,1,68,16.084873374401095,0,0,0,NA,35846.708068608204,35846.708068608204,1.1948902689536067,WV,60000,17.8,3 years,United Hospital Center,722,C,MORTGAGE,1,1029.27,14.27,Nov-2011,30000,13,debt_consolidation,36174,49.9,C2,36 months,Debt Consolidation,26,Verified,262xx,35846.708068608204,30000,5846.71,0,0,0,Sep-2013,30000,30000
1009153,Fully Paid,2011,1,73,16.83230663928816,1,0,0,NA,16638.752220848903,16638.752220848903,1.1475001531619933,FL,54000,19.04,10+ years,Southwire,717,B,MORTGAGE,0,472.32,10.65,Nov-2011,14500,4,debt_consolidation,2086,24,B2,36 months,Debt Consolidation,24,Verified,328xx,16638.752220848903,14500,2138.75,0,0,0,Oct-2013,14500,14250
1003712,Charged Off,2011,0,72,17.916495550992472,0,0,0,collection,14575.9,14562.7309999904,0.48542436666634664,MA,97500,8.12,3 years,Aspen Specialty Insurance Co,772,B,MORTGAGE,3,662.95,11.71,Nov-2011,30000,12,debt_consolidation,12669,16.4,B3,60 months,CC loan,36,Verified,015xx,14575.9,8112.66,5143.7,0,1319.54,13.1690000096,Aug-2013,30000,29925
1009193,Fully Paid,2011,1,56,18.16563997262149,0,0,0,NA,37037.8702031934,37037.8702031934,1.3227810786854786,MA,100000,17.3,10+ years,Landmark Medica Center,692,E,RENT,1,740.43,19.91,Nov-2011,28000,8,debt_consolidation,41339,91.5,E4,60 months,Consolidation,20,Source Verified,015xx,37037.8702031934,28000,9037.87,0,0,0,Sep-2013,28000,28000
1003208,Fully Paid,2011,1,58,42.25051334702259,1,0,0,NA,30821.18,30821.18,1.541059,TX,68232,10.96,NA,NA,757,E,MORTGAGE,0,519.15,19.03,Nov-2011,20000,26,home_improvement,8732,9.6,E2,60 months,Home Improvement,46,Verified,773xx,30821.18,20000,10821.18,0,0,0,Feb-2016,20000,20000
1009171,Fully Paid,2011,1,77,7.748117727583847,1,0,0,NA,5599.920799753,5599.920799753,1.1199841599506,KS,15000,15.44,5 years,Nail Citi,727,A,OWN,0,155.56,7.51,Nov-2011,5000,16,debt_consolidation,4104,43.2,A3,36 months,FullTimeStudent&Employed,20,Not Verified,660xx,5599.920799753,5000,599.92,0,0,0,Nov-2014,5000,5000
987382,Fully Paid,2011,1,76,17.336071184120467,0,0,0,NA,16896.709456298602,16896.709456298602,1.1264472970865735,NY,90000,18.23,< 1 year,Network Outsource,727,A,RENT,0,469.36,7.9,Nov-2011,15000,15,debt_consolidation,35204,57.7,A4,36 months,Debt Consolidation,31,Source Verified,115xx,16896.709456298602,15000,1896.71,0,0,0,Nov-2014,15000,15000
1008959,Fully Paid,2011,1,74,6.669404517453799,0,0,0,NA,15103.062398373211,15103.062398373211,1.1617740306440931,FL,37000,23.71,1 year,Seminole High School,732,B,RENT,1,418.93,9.91,Nov-2011,13000,10,debt_consolidation,10884,68.9,B1,36 months,Pay it off FINALLY!,18,Source Verified,337xx,15103.062398373211,13000,2073.06,29.999999916279,0,0,Oct-2014,13000,13000
1008958,Fully Paid,2011,1,78,18.830937713894592,0,0,0,NA,30949.252157927906,30949.252157927906,1.105330434211711,NV,300000,5.59,3 years,Warner Gaming,797,A,MORTGAGE,0,859.71,6.62,Nov-2011,28000,15,home_improvement,2122,5.5,A2,36 months,Home Improvement Loan,35,Verified,890xx,30949.252157927906,28000,2949.25,0,0,0,Nov-2014,28000,27975
1009098,Fully Paid,2011,1,66,21.916495550992472,0,0,0,NA,7710.966954883101,7710.966954883101,1.070967632622653,NY,30000,21.16,NA,NA,757,C,RENT,2,250.55,15.27,Nov-2011,7200,26,debt_consolidation,27462,39.5,C4,36 months,Debt Consolidation,41,Verified,116xx,7710.966954883101,7200,510.97,0,0,0,May-2012,7200,7200
1009060,Fully Paid,2011,1,63,15.501711156741958,1,1,0,NA,6302.587078520301,6302.587078520301,1.2605174157040602,CA,90000,10.67,4 years,GE Capital,672,D,RENT,1,177.7,16.77,Nov-2011,5000,3,debt_consolidation,0,0,D2,36 months,Debt Consolidation,27,Not Verified,927xx,6302.587078520301,5000,1302.59,0,0,0,Jun-2014,5000,5000
1008915,Charged Off,2011,0,63,16.83230663928816,0,0,0,collection,16913.780000000002,16420.9032,0.656836128,VA,90000,20.69,10+ years,US Army Legal Services Agency,687,D,MORTGAGE,3,888.46,16.77,Nov-2011,25000,13,debt_consolidation,39640,88.7,D2,36 months,Debt Consolidation,29,Verified,220xx,16913.780000000002,7567.19,6608.65,0,2737.94,492.8768,Nov-2013,25000,25000
998473,Fully Paid,2011,1,79,17.585215605749486,0,0,0,NA,10730.6323128822,10730.6323128822,1.07306323128822,FL,79200,11.32,10+ years,Bank of America,797,A,MORTGAGE,2,304.36,6.03,Nov-2011,10000,7,debt_consolidation,3375,20.3,A1,36 months,Wedding,27,Source Verified,322xx,10730.6323128822,10000,730.63,0,0,0,Jun-2013,10000,10000
1008842,Fully Paid,2011,1,75,12.917180013689254,1,0,0,NA,15993.8018423183,15993.8018423183,1.14241441730845,MN,30000,19.88,3 years,Common Roots Cafe,717,A,RENT,0,444.55,8.9,Nov-2011,14000,8,debt_consolidation,16101,48.9,A5,36 months,Saying goodbye to credit card debt,22,Source Verified,554xx,15993.8018423183,14000,1993.8,0,0,0,Sep-2014,14000,14000
1009008,Fully Paid,2011,1,76,17.251197809719372,0,0,0,NA,7885.107215043901,7885.107215043901,1.1264438878634144,VA,75000,12.61,10+ years,Computer Sciences Corporation,722,A,MORTGAGE,0,219.04,7.9,Nov-2011,7000,13,debt_consolidation,19848,62.8,A4,36 months,Debt Consolidation Loan,36,Source Verified,201xx,7885.107215043901,7000,885.11,0,0,0,Nov-2014,7000,6750
1008858,Fully Paid,2011,1,76,11.917864476386036,0,0,0,NA,13517.3586122689,13517.3586122689,1.1264465510224082,FL,65000,14.1,10+ years,State of Florida,757,A,MORTGAGE,5,375.49,7.9,Nov-2011,12000,9,debt_consolidation,3612,19.3,A4,36 months,On the Road To Getting Out of Debt,27,Source Verified,323xx,13517.3586122689,12000,1517.36,0,0,0,Nov-2014,12000,12000
1008845,Charged Off,2011,0,67,20.917180013689254,0,0,0,collection,11044.28,9634.34,0.481717,CA,110000,22.21,3 years,Providence Home Care,727,C,RENT,1,472.14,14.65,Nov-2011,20000,12,debt_consolidation,9365,31.2,C3,60 months,Debt Consolidation Loan,36,Verified,902xx,11044.28,458.59,485.41,0,10100.28,1409.94,Jan-2012,20000,19975
931391,Fully Paid,2011,1,65,8.999315537303216,0,0,0,NA,21551.5888690087,21551.5888690087,1.077579443450435,KY,70000,6.87,3 years,Hunt Ford Chrysler,707,C,MORTGAGE,2,485.94,15.96,Nov-2011,20000,9,debt_consolidation,10116,74.4,C5,60 months,Debt Consolidation,16,Verified,421xx,21551.5888690087,20000,1551.59,0,0,0,Jun-2012,20000,19975
988592,Fully Paid,2011,1,56,10.08350444900753,1,1,0,NA,25582.755211711497,25582.755211711497,1.4037177070897942,CA,33000,15.38,4 years,UCSF Police Department,667,E,RENT,1,481.94,19.91,Nov-2011,18225,7,debt_consolidation,313,13,E4,60 months,Payout,19,Verified,946xx,25582.755211711497,18225,7357.76,0,0,0,Apr-2014,18225,18200
1008749,Fully Paid,2011,1,67,7.832991101984942,0,0,0,NA,27783.145014964903,27783.145014964903,1.389157250748245,WI,106000,9.03,5 years,Atlas Copco CMT,732,C,MORTGAGE,3,472.14,14.65,Nov-2011,20000,10,home_improvement,1789,16.4,C3,60 months,Garage,16,Source Verified,530xx,27783.145014964903,20000,7783.15,0,0,0,Aug-2016,20000,19975
1008802,Fully Paid,2011,1,77,4.58590006844627,0,0,0,NA,8605.170000000002,8605.170000000002,1.0123729411764708,MD,42000,16.26,5 years,Paradise Hospitality Group,757,A,RENT,0,264.45,7.51,Nov-2011,8500,8,debt_consolidation,1946,4.2,A3,36 months,Consolidation,15,Not Verified,217xx,8605.170000000002,8500,105.17,0,0,0,Jan-2012,8500,8500
1008723,Fully Paid,2011,1,69,19.917864476386036,0,0,0,NA,13504.8493301003,13504.8493301003,1.1254041108416917,VA,64000,9.98,< 1 year,U.S. House of Representatives,717,C,RENT,1,407.17,13.49,Nov-2011,12000,3,debt_consolidation,16355,81.4,C1,36 months,Debt Consolidation Loan,9,Source Verified,222xx,13504.8493301003,12000,1504.85,0,0,0,Dec-2012,12000,12000
1006108,Fully Paid,2011,1,76,17.585215605749486,0,0,0,NA,7037.1326213914,7037.1326213914,1.0995519720924063,IL,51000,12.87,NA,NA,757,A,MORTGAGE,0,200.26,7.9,Nov-2011,6400,3,debt_consolidation,2799,58.3,A4,36 months,debt free,9,Not Verified,610xx,7037.1326213914,6400,637.13,0,0,0,Jul-2013,6400,6400
1008529,Fully Paid,2011,1,55,16.16700889801506,1,0,0,NA,54182.029844624805,54182.029844624805,1.5480579955607088,VA,100904,19.88,10+ years,U.S. Department of Agriculture,692,E,MORTGAGE,1,933.14,20.3,Nov-2011,35000,10,debt_consolidation,8430,45.6,E5,60 months,Restart,25,Verified,225xx,54182.029844624805,35000,19182.03,0,0,0,Jul-2015,35000,34975
985145,Fully Paid,2011,1,72,5.166324435318275,0,0,0,NA,19051.728169487706,19051.728169487706,1.1907330105929816,PA,35000,17.31,2 years,Whole Foods Market,712,B,RENT,0,529.22,11.71,Nov-2011,16000,7,debt_consolidation,5835,41.4,B3,36 months,My Debt Payoff,8,Verified,191xx,19051.728169487706,16000,3051.73,0,0,0,Nov-2014,16000,16000
1008550,Fully Paid,2011,1,63,9.418206707734429,1,1,0,NA,13993.785336649,13993.785336649,1.2721623033317273,NY,125000,7.85,3 years,jetBlue Airways,662,D,RENT,2,390.93,16.77,Nov-2011,11000,15,debt_consolidation,12791,47.2,D2,36 months,Debt Consolidation,21,Source Verified,117xx,13993.785336649,11000,2993.79,0,0,0,Jun-2014,11000,11000
1008762,Fully Paid,2011,1,72,8.41889117043121,1,0,0,NA,3291.64,3291.64,1.0286374999999999,OR,65000,17.79,5 years,At&t Mobility,682,B,RENT,0,105.85,11.71,Nov-2011,3200,9,debt_consolidation,2798,49.1,B3,36 months,Loan Consolidation,15,Verified,970xx,3291.64,3200,91.64,0,0,0,Feb-2012,3200,2950
1008504,Charged Off,2011,0,71,16.16700889801506,0,0,0,collection,19099.48,18390.172,0.73560688,AZ,45000,15.92,6 years,Tucson Airport Authority,732,B,MORTGAGE,0,561.44,12.42,Nov-2011,25000,11,debt_consolidation,23116,40.5,B4,60 months,Credit Card Debt,35,Verified,857xx,19099.48,9358.42,5776.43,0,3964.63,709.308,Feb-2014,25000,24975
1008519,Charged Off,2011,0,73,10.830937713894592,0,0,0,no_recovery,2847.02,2847.02,0.23725166666666667,MD,62000,12.29,2 years,"Inter-con Security Systems, Inc.",752,B,RENT,2,258.82,10.65,Nov-2011,12000,11,debt_consolidation,13982,24.9,B2,60 months,personal loan,21,Not Verified,206xx,2847.02,1736.25,1109.79,0,0.98,0,Nov-2012,12000,12000
1008690,Fully Paid,2011,1,71,11.249828884325805,1,0,0,NA,12029.4422463661,12029.4422463661,1.20294422463661,OH,70000,7.78,10+ years,mohawk papers,707,B,OWN,2,334.16,12.42,Nov-2011,10000,5,home_improvement,359,6.3,B4,36 months,needed,9,Verified,450xx,12029.4422463661,10000,2029.44,0,0,0,Nov-2014,10000,10000
1007615,Fully Paid,2011,1,79,25.251197809719372,1,0,0,NA,13148.1378603358,13148.1378603358,1.0956781550279835,OK,80000,10.95,10+ years,VA Medical Center,782,A,MORTGAGE,0,365.23,6.03,Nov-2011,12000,14,debt_consolidation,3289,4,A1,36 months,Debt Consolodation,28,Verified,730xx,13148.1378603358,12000,1148.14,0,0,0,Nov-2014,12000,12000
1008660,Fully Paid,2011,1,76,27.748117727583846,0,0,0,NA,20276.060294715306,20276.060294715306,1.1264477941508504,GA,42000,4.69,6 years,Oak Mountain Academt,767,A,OWN,0,563.23,7.9,Nov-2011,18000,5,debt_consolidation,4117,45,A4,36 months,Debt Consolidation,7,Verified,301xx,20276.060294715306,18000,2276.06,0,0,0,Nov-2014,18000,18000
1008491,Fully Paid,2011,1,53,11.16495550992471,1,0,0,NA,23090.2400687629,23090.2400687629,1.5393493379175267,NC,40000,7.53,2 years,blue rhino,672,F,RENT,0,408.17,21.28,Nov-2011,15000,2,debt_consolidation,0,0,F2,60 months,new beginnings,14,Verified,273xx,23090.2400687629,15000,8090.24,0,0,0,Feb-2015,15000,15000
1008668,Fully Paid,2011,1,74,13.91649555099247,1,0,0,NA,16295.0828823488,16295.0828823488,1.1577323539857052,SC,57468,22.53,8 years,US Army,712,B,MORTGAGE,0,453.57,9.91,Nov-2011,14075,12,debt_consolidation,15244,68.1,B1,36 months,Debt Consolidation,33,Source Verified,290xx,16295.0828823488,14075,2220.08,0,0,0,Jul-2014,14075,13825
1006841,Charged Off,2011,0,53,36.58590006844627,1,1,0,collection,16450.6,16449.493800002598,1.1645659327435467,VA,35000,16.49,5 years,Nordstrom,662,F,RENT,2,384.36,21.28,Nov-2011,14125,14,debt_consolidation,7810,92.7,F2,60 months,Debt Consolidation Loan,37,Source Verified,223xx,16450.6,12191.77,4141.11,0,117.72,1.1061999974,Sep-2013,14125,14125
1008460,Fully Paid,2011,1,61,7.501711156741957,1,0,0,NA,6871.0399975148,6871.0399975148,1.4314666661489168,WV,26000,9.83,< 1 year,Arc of the three rivers,677,D,OWN,0,120.8,17.58,Nov-2011,4800,14,debt_consolidation,4327,55.5,D4,60 months,Get out of Debt,19,Source Verified,253xx,6871.0399975148,4800,2071.04,0,0,0,Jan-2015,4800,4800
1008456,Fully Paid,2011,1,79,34.33538672142368,0,0,0,NA,8722.1033208767,8722.1033208767,1.0902629151095875,CA,33600,4.11,NA,NA,817,A,MORTGAGE,0,243.49,6.03,Nov-2011,8000,7,home_improvement,3751,13.7,A1,36 months,Home Improvements,27,Verified,916xx,8722.1033208767,8000,722.1,0,0,0,Mar-2014,8000,8000
1008635,Charged Off,2011,0,72,17.998631074606433,1,1,0,collection,1168.45,1166.07,0.16365894736842104,SC,22800,20.05,< 1 year,Vista Capiyal Management,697,B,MORTGAGE,1,235.67,11.71,Nov-2011,7125,16,debt_consolidation,16188,29.9,B3,36 months,Debt Consolidation Loan,45,Source Verified,295xx,1168.45,673.16,267.84,0,227.45,2.38,Mar-2012,7125,7125
1008627,Fully Paid,2011,1,73,13.084188911704311,0,0,0,NA,7267.224669750401,7267.224669750401,1.1180345645769847,MA,56650,0,2 years,Donovan Hatem LLP,767,B,MORTGAGE,2,211.73,10.65,Nov-2011,6500,2,debt_consolidation,0,0,B2,36 months,Loan Consolidation,7,Not Verified,021xx,7267.224669750401,6500,767.22,0,0,0,Apr-2013,6500,6500
1008625,Fully Paid,2011,1,61,19.668720054757017,0,0,0,NA,28251.600028676003,28251.600028676003,1.486926317298737,IL,100000,9.53,< 1 year,LexisNexis,692,D,MORTGAGE,2,478.15,17.58,Nov-2011,19000,16,debt_consolidation,19066,44.5,D4,60 months,Debt Consolidation Loan,29,Source Verified,606xx,28251.600028676003,19000,9251.6,0,0,0,Nov-2015,19000,19000
1003949,Fully Paid,2011,1,71,9.166324435318275,0,0,0,NA,26257.0159413177,26257.0159413177,1.2503340924436999,CA,90000,7.04,3 years,Intel Corp,752,B,MORTGAGE,2,471.61,12.42,Nov-2011,21000,10,small_business,4781,14.6,B4,60 months,Small Business Financing,26,Verified,956xx,26257.0159413177,21000,5257.02,0,0,0,May-2014,21000,20975
1008285,Fully Paid,2011,1,68,7.917864476386037,0,0,0,NA,18166.0899617642,18166.0899617642,1.397391535520323,WA,39624,18.08,4 years,Flowplay,722,C,RENT,3,304.32,14.27,Nov-2011,13000,5,debt_consolidation,15076,56.3,C2,60 months,Halloween 2011 Loan,13,Not Verified,981xx,18166.0899617642,13000,5166.09,0,0,0,Apr-2016,13000,13000
1008377,Fully Paid,2011,1,69,10.915811088295689,1,0,0,NA,9771.9181863217,9771.9181863217,1.2214897732902126,TX,37000,15.11,3 years,McKesson Corp,672,C,RENT,0,271.45,13.49,Nov-2011,8000,6,debt_consolidation,7166,73.9,C1,36 months,consolidation,14,Source Verified,760xx,9771.9181863217,8000,1771.92,0,0,0,Nov-2014,8000,8000
977474,Fully Paid,2011,1,73,9.166324435318275,0,0,0,NA,32011.189054278908,32011.189054278908,1.0670396351426303,MN,70000,19.21,2 years,Craig Hallum,747,B,MORTGAGE,1,977.2,10.65,Nov-2011,30000,14,debt_consolidation,18604,42.5,B2,36 months,Spending,41,Verified,550xx,32011.189054278908,30000,2011.19,0,0,0,Sep-2012,30000,30000
1008324,Fully Paid,2011,1,79,25.831622176591377,0,0,0,NA,10271.2356410889,10271.2356410889,1.0840354238616254,WI,62000,28.26,< 1 year,Wisconsin Dept Of Revenue,752,A,MORTGAGE,0,288.38,6.03,Nov-2011,9475,7,debt_consolidation,30919,46.1,A1,36 months,10K Loan,14,Verified,532xx,10271.2356410889,9475,796.24,0,0,0,Nov-2013,9475,9400
1008363,Fully Paid,2011,1,67,33.58521560574949,1,1,0,NA,3725.6444792844,3725.6444792844,1.2418814930948,NY,50400,9.93,4 years,New York city department of sanitation,672,C,MORTGAGE,1,103.49,14.65,Nov-2011,3000,10,home_improvement,7853,23.2,C3,36 months,Bathroomm,30,Not Verified,103xx,3725.6444792844,3000,725.64,0,0,0,Nov-2014,3000,3000
1002396,Fully Paid,2011,1,49,7.917864476386037,0,0,0,NA,50448.2897566808,50448.2897566808,1.6816096585560267,GA,130000,16.56,3 years,Southern Company,662,G,MORTGAGE,1,841.24,22.74,Nov-2011,30000,15,debt_consolidation,14978,64.8,G1,60 months,Lending Club Loan,25,Verified,302xx,50448.2897566808,30000,20448.29,0,0,0,Sep-2016,30000,29975
1008273,Fully Paid,2011,1,76,17.585215605749486,0,0,0,NA,12954.313611749802,12954.313611749802,1.1264620531956349,TX,29000,21.93,5 years,north central baptist hospital,727,A,MORTGAGE,0,359.84,7.9,Nov-2011,11500,8,debt_consolidation,18396,46.7,A4,36 months,reasonableloan,19,Not Verified,782xx,12954.313611749802,11500,1454.31,0,0,0,Nov-2014,11500,11500
